scientificName
"Calliergon cordifolium Kindberg, 1894"
"Calliergon giganteum Kindberg, 1894"
Calocera viscosa (Pers.) Fr.
Caltha palustris L.
Calvitimela aglaea (Sommerf.) Hafellner
Calypso bulbosa (L.) Oakes
Calypso bulbosa var. americana (R.Br.) Luer
Campanula lasiocarpa Cham.
Campanula rotundifolia L.
Campylium stellatum (Hedw.) C.E.O.Jensen
Capnoides sempervirens Borkh.
Capsella bursa-pastoris (L.) Medik.
Cardamine bellidifolia L.
Cardamine umbellata Greene
Carex albonigra Mack.
Carex aquatilis Wahlenb.
Carex aurea Nutt.
Carex bigelowii subsp. lugens (Holm) T.V.Egorova
Carex bigelowii Torr. ex L.D.de Schweinitz
Carex canescens L.
Carex capillaris L.
"Carex capillaris subsp. chlorostachys (Steven) Á.Löve, D.Löve & Raymond"
Carex concinna R.Br.
Carex diandra Schrank
Carex disperma Dewey
Carex flava L.
Carex garberi Fernald
Carex gmelinii Hook. & Arn.
Carex gynocrates Wormsk.
Carex hoodii Boott
Carex lachenalii Schkuhr
Carex leptalea subsp. leptalea
Carex leptalea Wahlenb.
Carex loliacea L.
Carex lyngbyei Hornem.
Carex macloviana d'Urv.
Carex macrochaeta C.A.Mey.
Carex media R.Br.
Carex media R.Br. ex Richardson
Carex mertensii Presc. ex Bong.
Carex microchaeta subsp. nesophila (T.Holm) D.F.Murray
Carex microchaeta T.Holm
Carex micropoda C.A.Mey.
Carex nigricans C.A.Mey.
Carex obtusata Lilj.
Carex pachystachya Cham. ex Steud.
Carex pellita Muhl. ex Willd.
Carex podocarpa R.Br.
Carex praticola Rydb.
Carex rostrata Stokes
Carex saxatilis Suter ex Boott
Carex scirpoidea Michx.
Carex scirpoidea subsp. scirpoidea
Carex simpliciuscula Wahlenb.
Carex spectabilis Dewey
Carex sprengelii Dewey ex Spreng.
Carex tahoensis Smiley
Carex vaginata Tausch
Cassiope lycopodioides D.Don
Cassiope mertensiana (Bong.) D.Don
Cassiope tetragona D.Don
Cassiope tetragona subsp. tetragona
Castilleja unalaschcensis Malte
"Catoscopium nigritum Bridel, 1826"
Cerastium arvense L.
Cerastium arvense subsp. strictum (L.) Gaudin
Cerastium beeringianum Cham. & Schltdl.
Cerastium beeringianum subsp. beeringianum
"Ceratodon purpureus Bridel, 1826"
Chalciporus piperatus (Bull.) Bataille
Chamaenerion angustifolium (L.) Scop.
Chamaenerion latifolium (L.) Sweet
Chenopodium album L.
Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.
Chrysosplenium tetrandrum Fries
Cicuta virosa L.
Cladonia arbuscula (Wallr.) Flot.
Cladonia cenotea (Ach.) Schaer.
Cladonia conistea (Delise) Asahina
Cladonia cornuta (L.) Hoffm.
Cladonia crispata (Ach.) Flot.
Cladonia deformis (L.) Hoffm.
Cladonia gracilis (L.) Willd.
Cladonia phyllophora Ehrh. ex Hoffm.
Cladonia rangiferina (L.) Weber ex F.H.Wigg.
Cladonia stellaris (Opiz) Pouzar & Vezda
Cladonia uncialis (L.) Weber ex F.H.Wigg.
Clavaria Vaill. ex L.
Clavariadelphus sachalinensis (S.Imai) Corner
Clavulina cinerea (Bull.) J.Schröt.
Claytonia lanceolata Pall. ex Pursh
Claytonia sarmentosa C.A.Mey.
"Climacium dendroides Weber & D.Mohr, 1804"
Clitocybe (Fr.) Staude
Clitopilus prunulus (Scop.) P.Kumm.
"Cnestrum alpestre Nyholm, 1953"
Coeloglossum viride (L.) Hartm.
Collybia cirrhata (Schumach.) Quél.
Comarum palustre L.
"Conioselinum chinense Britton, Sterns & Poggenb."
Conocephalum conicum (L.) Dumort.
"Conostomum tetragonum Lindberg, 1863"
Coprinellus impatiens (Fr.) J.E.Lange
Coprinus comatus (O.F.Müll.) Pers.
Corallorhiza trifida Châtel.
Corallorrhiza trifida Châtel.
Cornus canadensis L.
Cornus L.
Cornus suecica L.
Cornus unalaschkensis Ledeb.
Cortinarius (Pers.) Gray
Corydalis aurea Willd.
Corydalis pauciflora Pers.
"Cratoneuron filicinum Spruce, 1867"
Crepis nana Richards.
Crepis tectorum L.
Cryptogramma acrostichoides R.Br.
Cryptogramma crispa var. acrostichoides (R.Br.) C.B.Clarke
Cryptogramma sitchensis (Rupr.) T.Moore
Cryptogramma stelleri (Gmel.) Prantl
Cynodontium alpestre (Wahlenb.) Milde
Cypripedium passerinum Richardson
Cystopteris fragilis (L.) Bernh.
Dacrymyces chrysospermus Berk. & M.A.Curtis
Dactylina arctica (Hook.f.) Nyl.
Dactylina beringica C.D.Bird & J.W.Thomson
"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase"
Dasiphora fruticosa Rydb.
Delphinium glaucum S.Watson
Dentinum repandum (L.) Gray
Dentinum umbilicatum (Peck) Pouzar
Deschampsia beringensis Hultén
Deschampsia cespitosa (L.) P.Beauv.
Desmatodon Brid.
Diapensia lapponica L.
Diapensia lapponica subsp. obovata (F.Schmidt) Hultén
Diapensia obovata (Fr.Schmidt) Nakai
"Dichodontium pellucidum W.P.Schimper, 1856"
Dicranella crispa (Hedw.) Schimp.
"Dicranoweisia crispula Milde, 1869"
Dicranum angustum Lindb.
"Dicranum bonjeanii De Notaris, 1837"
"Dicranum scoparium Hedwig, 1801"
"Dicranum tauricum Sapehin, 1911"
Didymodon Hedw.
Diphasiastrum alpinum (L.) Holub
Diphasiastrum complanatum (L.) Holub
Diplophyllum imbricatum (M.Howe) K.Müller
Diplophyllum taxifolium (Wahlenb.) Dumort.
Distichium Bruch & Schimp.
"Distichium capillaceum Bruch & W.P.Schimper, 1846"
Dodecatheon pulchellum (Raf.) Merr.
Dodecatheon pulchellum var. macrocarpum (A.Gray) Reveal
Douglasia alaskana (Coville & Standl. ex Hultén) S.Kelso
Draba alpina L.
Draba aurea Vahl ex Hornem.
Draba borealis var. maxima (Hultén) S.L.Welsh
Draba crassifolia Graham
Draba incerta Payson
Draba juvenilis Komarov
Draba lonchocarpa Rydb.
Draba longipes Raup
Draba nivalis Lilj.
Draba stenoloba Ledeb.
Draba stenopetala Trautv.
"Drepanocladus (C.Müller Hal.) G.Roth, 1899"
Drepanocladus cossonii (Schimp.) Loeske
Drepanocladus vernicosus (Mitt.) Warnst.
Drosera rotundifolia L.
Dryas ajanensis subsp. beringensis B.A.Jurtzev
Dryas alaskensis A.Pors.
Dryas drummondii Hook.
Dryas incisa Juz.
Dryas integrifolia M.Vahl
Dryas octopetala L.
Dryas octopetala subsp. octopetala
Drymocallis convallaria Rydb.
Dryopteris carthusiana (Vill.) H.P.Fuchs
Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy
Dryopteris fragrans (L.) Schott
Echinopanax horridus (Sm.) Decne. & Planch. ex Harms
Elaeagnus commutata Bernh. ex Rydb.
Elymus alaskanus subsp. hyperarcticus (Polunin) Á.Löve & D.Löve
Elymus alaskanus subsp. latiglumis (Scribn. & J.G.Sm.) Á.Löve
Elymus sibiricus L.
Elymus trachycaulus subsp. glaucus (Pease & A.H.Moore) Cody
Elymus trachycaulus subsp. novae-angliae (Scribn.) Tzvelev
Elymus trachycaulus subsp. trachycaulus
Elymus trachycaulus subsp. violaceus (Hornem.) A.Love & D.Love
Empetrum hermaphroditum Hagerup
Empetrum nigrum L.
Encalypta Hedw.
"Encalypta rhaptocarpa Schwaegrichen, 1811"
Entoloma (Fr.) P.Kumm.
Eocronartium muscicola (Pers.) Fitzp.
Epilobium angustifolium L.
Epilobium angustifolium subsp. circumvagum Mosquin
Epilobium ciliatum var. ciliatum
Epilobium hornemannii subsp. hornemannii
Epilobium latifolium L.
Equisetum arvense L.
Equisetum fluviatile L.
Equisetum pratense Ehrh.
Equisetum scirpoides Michx.
Equisetum sylvaticum L.
Equisetum telmateia Ehrh.
Equisetum variegatum Schleich.
Equisetum variegatum subsp. variegatum
Erigeron acris L.
Erigeron compositus Pursh
Erigeron denalii A.Nelson
Erigeron elatus (Hook.) Greene
Erigeron humilis Graham
Erigeron lonchophyllus Hook.
Erigeron peregrinus (Pursh) Greene
Eriophorum angustifolium subsp. angustifolium
Eriophorum brachyantherum Trautv. & Mey.
Eriophorum russeolum subsp. leiocarpum M.S.Novos.
Eriophorum scheuchzeri subsp. scheuchzeri
Eriophorum viridicarinatum Fernald
Erysimum cheiranthoides L.
Erysimum cheiranthoides subsp. altum Ahti
Erysimum inconspicuum MacMill.
Erythranthe guttata (DC.) G.L.Nesom
Euphrasia disjuncta Fernald & Wiegand
Euphrasia mollis (Ledeb.) Wettst.
"Eurhynchium pulchellum Jennings, 1913"
Eurybia sibirica (L.) G.L.Nesom
Exidia glandulosa (Bull.) Fr.
Exophiala calicioides (Fr.) G.Okada & Seifert
Festuca altaica Trin.
Festuca brevissima Jurtzev
Festuca L.
Festuca saximontana Rydb.
Festuca viviparoidea Krajina ex Pavlick
Flammula alnicola (Fr.) P.Kumm.
Flavocetraria cucullata (Bellardi) Kärnefelt & A.Thell
Flavocetraria nivalis (L.) Kärnefelt & A.Thell
"Fomes fomentarius (L.) Fr., 1849"
"Fomitopsis betulina (Bull.) B.K.Cui, M.L.Han & Y.C.Dai, 2016"
Fragaria L.
Fritillaria camschatcensis Ker Gawl.
Fuscoporia gilva (Schwein.) T.Wagner & M.Fisch.
Gagea serotina Ker Gawl.
Galerina autumnalis var. autumnalis
Galerina Earle
Galium boreale L.
Galium L.
Galium trifidum L.
Galium triflorum Michx.
Gemmamyces piceae (Borthw.) Casagr.
Gentiana glauca Pall.
Gentiana platypetala Griseb.
Gentianella amarella (L.) Börner
Gentianella propinqua (Richards.) J.M.Gillett
Gentianella propinqua var. propinqua
Geocaulon lividum Fernald
Geranium erianthum DC.
Geum aleppicum Jacq.
Geum calthifolium Sm.
Geum macrophyllum Willd.
Geum perincisum Rydb.
Geum rossii Ser.
Gloeophyllum sepiarium (Wulfen) P.Karst.
Goodyera repens R.Br.
"Gowardia nigricans (Ach.) Halonen, Myllys, Velmala & Hyvärinen"
"Grimmia torquata Drummond, 1825"
Gymnocarpium dryopteris Newm.
Gymnomitrion corallioides Nees
Gymnopilus P.Karst.
"Gymnostomum aeruginosum Smith, 1804"
Gyromitra esculenta (Pers.) Fr.
Gyromitra infula (Schaeff.) Quél.
Haloragaceae
Harrimanella stelleriana Coville
Hebeloma (Fr.) P.Kumm.
"Hedwigia ciliata Palisot de Beauvois, 1805"
Hedysarum alpinum L.
Hedysarum alpinum var. americanum Michx. ex Pursh
Hedysarum mackenzii Richardson
Heracleum lanatum Michx.
Heracleum maximum Bartr.
Hericium ramosum (Bull.) Letell.
Heuchera glabra Willd. ex Roem. & Schult.
Hippuris vulgaris L.
Hordeum brachyantherum Nevski
Hordeum jubatum L.
Huperzia selago (L.) Bernh.
"Hydnum laevigatum Sw., 1810"
Hygrohypnum Lindb.
Hygrophoropsis aurantiaca (Wulfen) Maire
Hygrophorus Fr.
Hylocomiadelphus triquetrus (Hedw.) Ochyra & Stebel
"Hylocomium splendens W.P.Schimper, 1852"
Hymenochaete Lév.
"Hypnum cupressiforme Hedwig, 1801"
Hypnum cupressiforme var. subjulaceum Molendo
Hypnum Hedw.
"Hypnum plicatulum Jaeger, 1880"
"Hypnum revolutum Lindberg, 1867"
Impatiens noli-tangere L.
Iris setosa Pall. ex Link
"Isopterygiopsis pulchella Iwatsuki, 1987"
Isopterygiopsis Z.Iwats.
Juncus alpinus Vill.
Juncus arcticus Willd.
Juncus biglumis L.
Juncus bufonius L.
Juncus castaneus subsp. castaneus
Juncus castaneus subsp. leucochlamys (V.J.Zinger ex V.I.Krecz.) Hultén
Juncus drummondii E.Mey.
Juncus mertensianus Bong.
Juncus ranarius Songeon & E.P.Perrier
Juncus triglumis subsp. albescens (Lange) Hultén
Juniperus communis L.
Juniperus communis var. saxatilis Pall.
Juniperus horizontalis Moench
"Kalmia procumbens (L.) Gift, Kron & P.F.Stevens"
"Kiaeria blyttii Brotherus, 1923"
Kobresia simpliciuscula (Wahlenb.) Mack.
Laccaria laccata (Scop.) Cooke
Lactarius aurantiosordidus Nuytinck & S.L.Mill.
Lactarius duplicatus A.H.Sm.
Lactarius Pers.
"Lactarius pubescens var. betulae (A.H.Sm.) Hesler & A.H.Sm., 1979"
Lactarius repraesentaneus Britzelm.
Lactarius resimus var. resimus
Lactarius sordidus Velen.
Lactarius torminosus (Schaeff.) Gray
Lactarius vietus (Fr.) Fr.
Laetiporus sulphureus (Bull.) Murrill
Lamium maculatum L.
Lathyrus japonicus Willd.
Lathyrus maritimus (L.) Bigelow
Lathyrus maritimus subsp. pubescens (Hartm.) C.Regel
Leccinum alaskanum V.L.Wells & Kempton
"Leccinum atrostipitatum A.H.Sm., Thiers & Watling, 1966"
Leccinum Gray
Leccinum scabrum (Bull.) Gray
Lecidea confluens (Weber) Ach.
Lecidea lapicida (Ach.) Ach.
Ledum groenlandicum Oeder
Ledum palustre subsp. decumbens (Ait.) Hultén
Lentinellus ursinus (Fr.) Kühner
Lepidium densiflorum Schrad.
Lepidozia reptans (L.) Dumort.
Lepista (Fr.) W.G.Sm.
Leptarrhena pyrolifolia (D.Don) Ser.
"Leptobryum pyriforme Wilson, 1855"
Leptogium saturninum (Dicks.) Nyl.
Leucanthemum vulgare Lam.
Leymus mollis (Trin.) Pilg.
Ligusticum scoticum subsp. hultenii (Fernald) Calder & R.L.Taylor
Linaria vulgaris Mill.
Linnaea borealis L.
Listera cordata (L.) R.Br.
Lloydia serotina (L.) Rchb.
Lobaria linita (Ach.) Rabenh.
Lobaria pulmonaria (L.) Hoffm.
Loiseleuria procumbens (L.) Desv.
Loiseleuria procumbens (L.) Desv. ex Loisel.
Lolium pratense (Huds.) S.J.Darbyshire
Lomatogonium rotatum subsp. tenuifolium (Griseb.) A.E.Porsild
Lophozia (Dumort.) Dumort.
Lophozia ventricosa (Dicks.) Dumort.
Luetkea pectinata Kuntze
Lupinus nootkatensis Donn ex Sims
Luzula arctica Blytt
Luzula arcuata (Wahlenb.) Sw.
Luzula arcuata subsp. unalaschcensis (Buchenau) Hultén
Luzula arcuata var. unalaschkensis Buch.
Luzula confusa Lindeb.
Luzula parviflora (Ehrh.) Desv.
Lychnis alba Miller
Lycoperdon perlatum Pers.
Lycopodium alpinum L.
Lycopodium annotinum L.
Lycopodium clavatum L.
Lycopodium L.
Lycopodium lagopus (Laest. ex C.Hartm.) G.Zinserl. ex Kuzen.
Lyophyllum decastes (Fr.) Singer
Lysimachia europaea (L.) U.Manns & Anderb.
Lysimachia europaea var. arctica (Fisch. ex Hook.)
Lysimachia thyrsiflora L.
Macrotyphula juncea (Alb. & Schwein.) Berthier
Maianthemum dilatatum A.Nelson & J.F.Macbr.
Maianthemum stellatum Link
Marchantia polymorpha L.
Matricaria discoidea DC.
Matricaria matricarioides (Less.) Porter
"Meesia triquetra Ångström, 1844"
Melilotus albus Medik.
Menziesia ferruginea Sm.
Menziesia ferruginea subsp. ferruginea
Mertensia paniculata (Aiton) G.Don
Mertensia paniculata var. paniculata
Micranthes lyallii Small
Micranthes nelsoniana (D.Don) Small
Micranthes nelsoniana var. pacifica (Hultén) Gornall & H.Ohba
Minuartia biflora (L.) Schinz & Thell.
Minuartia macrocarpa (Pursh) Ostenf.
Minuartia rubella (Wahlenb.) Hiern
Mnium
"Mnium marginatum Palisot de Beauvois, 1805"
Moehringia lateriflora Fenzl
Moneses uniflora A.Gray
Mycena (Pers.) Roussel
Mycena filopes (Bull.) P.Kumm.
Mycena galericulata (Scop.) Gray
Myosotis alpestris F.W.Schmidt
Myosotis asiatica (Vestergr.) Schischk. & Serg.
Myrica gale L.
"Myurella julacea W.P.Schimper, 1853"
"Myurella tenerrima Lindberg, 1879"
"Neckera oligocarpa Bruch, 1842"
"Neckera pennata Hedwig, 1801"
"Neoboletus luridiformis (Rostk.) Gelardi, Simonini & Vizzini, 2014"
Neottia cordata (L.) Rich.
Neottiella rutilans (Fr.) Dennis
Nephroma arcticum (L.) Torss.
Nephroma parile (Ach.) Ach.
Ochrolechia subplicans var. subplicans
Ochrolechia tartarea (L.) A.Massal.
Omphalina ericetorum (Bull.) M.Lange
Omphalina Quél.
"Oncophorus wahlenbergii Bridel, 1826"
Onnia tomentosa (Fr.) P.Karst.
Oplopanax horridus Miq.
Orthilia secunda (L.) House
Orthodicranum strictum Broth.
Orthotrichum Hedw.
"Orthotrichum pallens Bruch ex Bridel, 1827"
"Orthotrichum sordidum Sullivant & Lesquereux, 1870"
Osmorhiza depauperata Phil.
Oxycoccus microcarpus Turcz.
Oxyria digyna Hill
Oxytropis bryophila (Greene) Jurtzev
Oxytropis campestris DC.
Oxytropis campestris var. varians (Rydb.) Barneby
Oxytropis nigrescens Fisch. ex DC.
Packera indecora (Greenm.) Á.Löve & D.Löve
Packera pauciflora (Pursh) Á.Löve & D.Löve
"Paludella squarrosa Bridel, 1817"
Papaver alboroseum Hultén
Papaver kluanense D.Löve
Papaver radicatum Rottb. ex DC.
Papaver radicatum subsp. radicatum
Parnassia kotzebuei Cham. ex Spreng.
Parnassia palustris L.
Parnassia palustris subsp. neogaea (Fernald) Hultén
Paxillus involutus (Batsch) Fr.
Pedicularis capitata Adams.
Pedicularis labradorica Wirsing
Pedicularis lanata Willd. ex Cham. & Schltdl.
Pedicularis langsdorffii Fisch. ex Steven
Pedicularis oederi Vahl
Pedicularis verticillata L.
Peltigera britannica (Gyeln.) Holt.-Hartw. & Tønsberg
Peltigera collina (Ach.) Schrad.
Peltigera leucophlebia (Nyl.) Gyeln.
Peltigera rufescens (Weiss) Humb.
Peltigera venosa (L.) Hoffm.
Pentaphylloides floribunda (Pursh) A.Löve
Petasites frigidus (L.) R.E.Fr.
Petasites frigidus subsp. frigidus
Petasites frigidus var. frigidus
Petasites Mill.
Phaeocalicium compressulum (Nyl. ex Vain.) Alb.Schmidt
Phaeolus schweinitzii (Fr.) Pat.
Phaeomarasmius Scherff.
Phaeotremella Rea
Phalaris arundinacea L.
Phleum alpinum L.
Phleum pratense L.
Pholiota (Fr.) P.Kumm.
Pholiota squarrosa (Bull.) P.Kumm.
Phyllotopsis nidulans (Pers.) Singer
Physcia biziana (A.Massal.) Zahlbr.
Picea A.Dietr.
Picea glauca (Moench) Voss
Picea glauca var. albertiana Sarg.
Picea lutzii Little
"Picea mariana Britton, Sterns & Poggenb."
Picea sitchensis (Bong.) Carrière
Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.
Pilosella tristis F.W.Schultz & Sch.Bip.
Pinguicula vulgaris L.
"Plagiomnium medium T.Koponen, 1968"
Plagiomnium T.J.Kop.
"Plagiothecium cavifolium Iwatsuki, 1970"
Plantae
Plantago canescens Adams
Plantago eriopoda Torr.
Plantago lanceolata L.
Plantago major L.
Platanthera aquilonis Sheviak
Platanthera dilatata (Pursh) Lindl. ex L.C.Beck
Platanthera dilatata var. albiflora (Cham.) Ledeb.
Platanthera huronensis (Nutt.) Lindl.
Platanthera obtusata Lindl.
Pleurotus (Fr.) P.Kumm.
Pleurotus dryinus (Pers.) P.Kumm.
"Pleurozium schreberi Mitten, 1869"
Pluteus Fr.
Poa alpina L.
Poa alpina subsp. alpina
Poa arctica R.Br.
Poa glauca Vahl
Poa interior Rydb.
Poa L.
Poa leptocoma Trin.
Poa nemoralis L.
Poa paucispicula Scribn. & Merr.
Poa pratensis L.
Poa pratensis subsp. alpigena (Lindm.) Hiitonen
Poa pratensis subsp. angustifolia (Linnaeus) Lejeune
Poa pratensis subsp. pratensis
Poa pseudoabbreviata Roshev.
Poa secunda subsp. secunda
Poa stenantha Trin.
Poa stenantha var. vivipara Trin.
"Pogonatum dentatum Bridel, 1827"
"Pohlia bolanderi Brotherus, 1903"
"Pohlia cruda Lindberg, 1879"
Pohlia Hedw.
"Pohlia proligera Brotherus, 1903"
Polemonium acutiflorum Willd. ex Roem. & Schult.
Polemonium boreale Adams
Polemonium pulcherrimum Hook.
Polemonium pulcherrimum subsp. lindleyi (Wherry) V.E.Grant
Polemonium villosissimum (Hultén) D.F.Murray & Elven
Polygonum amphibium subsp. laevimarginatum Hultén
Polygonum aviculare L.
Polygonum caurianum Robins.
Polygonum L.
Polygonum viviparum L.
Polypodium sibiricum Sipliv.
Polyporus caesius (Schrad.) Fr.
Polyporus P.Micheli ex Adans.
Polystichum lonchitis (L.) Roth
"Polytrichastrum alpinum G.L.Smith, 1971"
"Polytrichum juniperinum Hedwig, 1801"
"Polytrichum piliferum Hedwig, 1801"
Populus balsamifera L.
Populus balsamifera subsp. balsamifera
Populus balsamifera subsp. trichocarpa (Torr. & A.Gray) Brayshaw
Populus tremuloides Michx.
Populus trichocarpa Torr. & Gray ex Hooker
Porella cordaeana (Huebener) Moore
Potamogeton alpinus Balb.
Potamogeton pusillus subsp. tenuissimus (Mert. & W.D.J.Koch) R.R.Haynes & Hellq.
Potentilla arenosa (Turcz.) Juz.
Potentilla biflora Willd. ex Schlecht.
Potentilla diversifolia Lehm.
Potentilla gorodkovii Jurtzev
Potentilla gracilis Dougl.
Potentilla hyparctica Malte
Potentilla L.
Potentilla norvegica L.
Potentilla pensylvanica L.
Potentilla rubricaulis Pall. ex Lehm.
Potentilla villosa Pail. ex Pursh
Potentilla villosula Jurtzev
Potentilla virgulata A.Nels.
Preissia Corda
Preissia quadrata (Scop.) Nees
Primula cuneifolia Ledeb.
Primula cuneifolia subsp. saxifragifolia (Lehm.) W.W.Sm. & Forrest
Primula egaliksensis Wormsk. ex Hornem.
Primula pauciflora (Dur.) A.R.Mast & Reveal
